path,classification,next_action,rationale
"grand-prairie-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grand-prairie-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"grapevine-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"highland-village.html","enrich-then-index","add-social-metadata-and-local-proof","City hub has canonical H1 and structured data but incomplete social metadata and limited local proof"
"home-v2-preview.html","exclude-preview","keep-noindex","Preview page already canonicalizes to the homepage and declares noindex nofollow"
"hurst-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"hurst-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"insurance-scope-review-rockwall.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"irving-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"irving-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"keller-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"kitchen-island-layout-mckinney.html","hold-low-content","expand-before-indexing","Short local article of roughly 165 to 187 visible words with incomplete social metadata"
"kitchen-remodel-planning-mansfield.html","enrich-then-index","add-og-image-and-validate","Substantive local guide candidate but social image coverage is incomplete"
"lancaster-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lancaster-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"lewisville-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mansfield-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mckinney-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"mesquite-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"midlothian-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"north-richland-hills-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"ovilla-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"plano-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"red-oak-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"reviews.html","enrich-then-index","add-social-metadata","Useful 589-word trust page but missing Open Graph and Twitter coverage"
"richardson-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"richardson-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-backsplash-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-cabinet-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-concrete-driveways.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-door-installation.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-foundation-repair.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-outdoor-living.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-patio-covers.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-pergolas.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-room-additions.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-shower-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-whole-home-remodeling.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
"rockwall-window-replacement.html","hold-template-family","enrich-by-family","One of 12 repeated service-city families; keep out until uniqueness local proof and OG image coverage are validated"
